"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Nov 30 17:54:15 GMT 2024","Sat Nov 30 17:54:16 GMT 2024","185","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreateProjectWithValidId","User should be able to create project with correct ID",""
"passed","Sat Nov 30 17:54:15 GMT 2024","Sat Nov 30 17:54:15 GMT 2024","220","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCannotCreateProjectWithTheSameName","User should not be able to create two project with the same Name",""
"passed","Sat Nov 30 17:54:14 GMT 2024","Sat Nov 30 17:54:15 GMT 2024","222","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCannotCreateProjectWithTheSameId","User should not be able to create two project with the same ID",""
"passed","Sat Nov 30 17:54:11 GMT 2024","Sat Nov 30 17:54:12 GMT 2024","396","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypTest","com.example.teamcity.api.BuildTypTest","userCreatesTwoBuildTypesWithTheSameIdTest","User should not be able to create two build types with the same id",""
"passed","Sat Nov 30 17:54:15 GMT 2024","Sat Nov 30 17:54:15 GMT 2024","181","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreateProjectWithValidId","User should be able to create project with correct ID",""
"passed","Sat Nov 30 17:54:15 GMT 2024","Sat Nov 30 17:54:15 GMT 2024","187","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreateProject","User should be able to create project",""
"passed","Sat Nov 30 17:54:16 GMT 2024","Sat Nov 30 17:54:16 GMT 2024","241","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreateProjectWithValidId","User should be able to create project with correct ID",""
"passed","Sat Nov 30 17:54:14 GMT 2024","Sat Nov 30 17:54:14 GMT 2024","136","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCannotCreateProjectWithIncorrectId","User should not be able to create project with incorrect ID",""
"passed","Sat Nov 30 17:54:14 GMT 2024","Sat Nov 30 17:54:14 GMT 2024","176","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCannotCreateProjectWithIncorrectId","User should not be able to create project with incorrect ID",""
"passed","Sat Nov 30 17:54:13 GMT 2024","Sat Nov 30 17:54:13 GMT 2024","135","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCannotCreateProjectWithIncorrectId","User should not be able to create project with incorrect ID",""
"passed","Sat Nov 30 17:54:12 GMT 2024","Sat Nov 30 17:54:12 GMT 2024","336","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypTest","com.example.teamcity.api.BuildTypTest","userCreatesTwoBuildTypesWithTheSameIdTestUseTestData","User should not be able to create two build types with the same id",""
"passed","Sat Nov 30 17:54:13 GMT 2024","Sat Nov 30 17:54:13 GMT 2024","177","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCannotCreateProjectWithEmptyId","User should not be able to create project with empty ID",""
"passed","Sat Nov 30 17:54:10 GMT 2024","Sat Nov 30 17:54:11 GMT 2024","310","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypTest","com.example.teamcity.api.BuildTypTest","userCreatesBuildTypeTestUseTestData","User should be able to create build type",""
"passed","Sat Nov 30 17:54:09 GMT 2024","Sat Nov 30 17:54:09 GMT 2024","731","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypTest","com.example.teamcity.api.BuildTypTest","userCreatesBuildTypeTest1","User should be able to create build type",""
"passed","Sat Nov 30 17:54:06 GMT 2024","Sat Nov 30 17:54:08 GMT 2024","2496","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypTest","com.example.teamcity.api.BuildTypTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Sat Nov 30 17:54:13 GMT 2024","Sat Nov 30 17:54:13 GMT 2024","137","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCannotCreateProjectWithEmptyName","User should not be able to create project with empty Name",""
"passed","Sat Nov 30 17:54:14 GMT 2024","Sat Nov 30 17:54:14 GMT 2024","162","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCannotCreateProjectWithIncorrectId","User should not be able to create project with incorrect ID",""
"passed","Sat Nov 30 17:54:13 GMT 2024","Sat Nov 30 17:54:13 GMT 2024","138","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCannotCreateProjectWithIncorrectId","User should not be able to create project with incorrect ID",""
"passed","Sat Nov 30 17:54:16 GMT 2024","Sat Nov 30 17:54:16 GMT 2024","175","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreateProjectWithValidId","User should be able to create project with correct ID",""
"passed","Sat Nov 30 17:54:06 GMT 2024","Sat Nov 30 17:54:06 GMT 2024","6","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypTest","com.example.teamcity.api.BuildTypTest","projectAdminCreatesBuildTypeForAnotherUserProjectTest","Project admin should not be able to create build type for not their project",""
"passed","Sat Nov 30 17:52:56 GMT 2024","Sat Nov 30 17:53:50 GMT 2024","54491","Surefire suite","Surefire test","com.example.teamcity.ui.SetupServerTest","com.example.teamcity.ui.SetupServerTest","setupTeamCityServerTest","setupTeamCityServerTest",""
"passed","Sat Nov 30 17:54:13 GMT 2024","Sat Nov 30 17:54:14 GMT 2024","165","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCannotCreateProjectWithIncorrectId","User should not be able to create project with incorrect ID",""
"passed","Sat Nov 30 17:54:06 GMT 2024","Sat Nov 30 17:54:06 GMT 2024","1","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypTest","com.example.teamcity.api.BuildTypTest","projectAdminCreatesBuildTypeTest","Project admin should be able to create build type for their project",""
