"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 28 19:21:49 GMT 2024","Thu Nov 28 19:21:49 GMT 2024","224","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreateProjectWithValidId","User should be able to create project with correct ID",""
"passed","Thu Nov 28 19:21:39 GMT 2024","Thu Nov 28 19:21:39 GMT 2024","6","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypTest","com.example.teamcity.api.BuildTypTest","projectAdminCreatesBuildTypeForAnotherUserProjectTest","Project admin should not be able to create build type for not their project",""
"failed","Thu Nov 28 19:21:39 GMT 2024","Thu Nov 28 19:21:39 GMT 2024","231","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypTest","com.example.teamcity.api.BuildTypTest","buildconfigurationTest","buildconfigurationTest",""
"passed","Thu Nov 28 19:21:49 GMT 2024","Thu Nov 28 19:21:50 GMT 2024","239","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreateProjectWithValidId","User should be able to create project with correct ID",""
"passed","Thu Nov 28 19:21:42 GMT 2024","Thu Nov 28 19:21:43 GMT 2024","621","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypTest","com.example.teamcity.api.BuildTypTest","userCreatesBuildTypeTest1","User should be able to create build type",""
"passed","Thu Nov 28 19:21:43 GMT 2024","Thu Nov 28 19:21:44 GMT 2024","582","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypTest","com.example.teamcity.api.BuildTypTest","userCreatesTwoBuildTypesWithTheSameIdTest","User should not be able to create two build types with the same id",""
"passed","Thu Nov 28 19:21:39 GMT 2024","Thu Nov 28 19:21:42 GMT 2024","2697","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypTest","com.example.teamcity.api.BuildTypTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Thu Nov 28 19:21:47 GMT 2024","Thu Nov 28 19:21:47 GMT 2024","187","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCannotCreateProjectWithIncorrectId","User should not be able to create project with incorrect ID",""
"passed","Thu Nov 28 19:21:47 GMT 2024","Thu Nov 28 19:21:47 GMT 2024","162","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCannotCreateProjectWithIncorrectId","User should not be able to create project with incorrect ID",""
"passed","Thu Nov 28 19:21:49 GMT 2024","Thu Nov 28 19:21:49 GMT 2024","273","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreateProject","User should be able to create project",""
"passed","Thu Nov 28 19:21:50 GMT 2024","Thu Nov 28 19:21:50 GMT 2024","218","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreateProjectWithValidId","User should be able to create project with correct ID",""
"passed","Thu Nov 28 19:21:47 GMT 2024","Thu Nov 28 19:21:47 GMT 2024","147","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCannotCreateProjectWithIncorrectId","User should not be able to create project with incorrect ID",""
"passed","Thu Nov 28 19:21:48 GMT 2024","Thu Nov 28 19:21:48 GMT 2024","187","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCannotCreateProjectWithTheSameId","User should not be able to create two project with the same ID",""
"passed","Thu Nov 28 19:21:48 GMT 2024","Thu Nov 28 19:21:48 GMT 2024","176","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCannotCreateProjectWithIncorrectId","User should not be able to create project with incorrect ID",""
"passed","Thu Nov 28 19:21:48 GMT 2024","Thu Nov 28 19:21:48 GMT 2024","180","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCannotCreateProjectWithIncorrectId","User should not be able to create project with incorrect ID",""
"passed","Thu Nov 28 19:21:48 GMT 2024","Thu Nov 28 19:21:49 GMT 2024","279","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCannotCreateProjectWithTheSameName","User should not be able to create two project with the same Name",""
"passed","Thu Nov 28 19:21:50 GMT 2024","Thu Nov 28 19:21:50 GMT 2024","270","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreateProjectWithValidId","User should be able to create project with correct ID",""
"passed","Thu Nov 28 19:21:46 GMT 2024","Thu Nov 28 19:21:46 GMT 2024","145","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCannotCreateProjectWithEmptyId","User should not be able to create project with empty ID",""
"passed","Thu Nov 28 19:21:45 GMT 2024","Thu Nov 28 19:21:45 GMT 2024","365","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypTest","com.example.teamcity.api.BuildTypTest","userCreatesTwoBuildTypesWithTheSameIdTestUseTestData","User should not be able to create two build types with the same id",""
"passed","Thu Nov 28 19:21:39 GMT 2024","Thu Nov 28 19:21:39 GMT 2024","0","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypTest","com.example.teamcity.api.BuildTypTest","projectAdminCreatesBuildTypeTest","Project admin should be able to create build type for their project",""
"passed","Thu Nov 28 19:21:46 GMT 2024","Thu Nov 28 19:21:47 GMT 2024","176","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCannotCreateProjectWithEmptyName","User should not be able to create project with empty Name",""
"passed","Thu Nov 28 19:21:47 GMT 2024","Thu Nov 28 19:21:47 GMT 2024","182","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCannotCreateProjectWithIncorrectId","User should not be able to create project with incorrect ID",""
"passed","Thu Nov 28 19:21:43 GMT 2024","Thu Nov 28 19:21:43 GMT 2024","361","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypTest","com.example.teamcity.api.BuildTypTest","userCreatesBuildTypeTestUseTestData","User should be able to create build type",""
"passed","Thu Nov 28 19:20:28 GMT 2024","Thu Nov 28 19:21:22 GMT 2024","53401","Surefire suite","Surefire test","com.example.teamcity.ui.SetupServerTest","com.example.teamcity.ui.SetupServerTest","setupTeamCityServerTest","setupTeamCityServerTest",""
